"       ","                                   ","          ","         ","                   ","                            ","                        ","  ","                     "
"ITEM   ","WINE DESC                          ","          ","         "," PROD GRP          ","COUNTRY                     ","SUB REGION           CL ","CL","CLASS DESC           "
"00634  ","ANTICA FONTE OWG - STILL           ","1         ","         "," WATER             ","ITALY VENETO                ","                     WT ","WT","WATER IMPORTED       "
"00635  ","ANTICA FONTE PET - STILL           ","1         ","         "," WATER             ","ITALY VENETO                ","                     WT ","WT","WATER IMPORTED       "
"00636  ","CORAL                              ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00637  ","CORAL                              ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00638  ","TOUCAN BOTTLED WATER               ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00639  ","THE RIF                            ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00640  ","KUNUKU PURIFIED WATER              ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00704  ","SPA REINE                          ","          ","         "," WATER             ","BELGUIM                     ","                     WT ","WT","WATER IMPORTED       "
"00706  ","BRU SPARKLING                      ","1         ","         "," WATER             ","BELGUIM                     ","                     WT ","WT","WATER IMPORTED       "
"00710  ","PERRIER SLIM CAN                   ","          ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00711  ","PERRIER                            ","1         ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00712  ","PERRIER                            ","          ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00713  ","PERRIER                            ","          ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00714  ","PERRIER                            ","          ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00716  ","PERRIER 6 PACK                     ","          ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00717  ","PERRIER LIGHTLY SPARKLING          ","1         ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00718  ","PERRIER 4 PACK                     ","          ","         "," WATER             ","FRANCE                      ","                     WT ","WT","WATER IMPORTED       "
"00719  ","SAN BENEDETTO SPARKLING OWG        ","          ","         "," WATER             ","ITALY VENETO                ","                     WT ","WT","WATER IMPORTED       "
