"ITEM   ","WINE DESC                        ","BEER DESCR                        ","CU/ML BR ","CU/ML  ","U/C"," CASE UPC    "," BOTL UPC   ","      RETL UPC","SUB","SUB DESCRP     ","BRN","BRAND DESC    ","SP ","                "
"301489 ","3599 GOYA BLACK  PAELLA EACH     ","3599 GOYA BLACK PAELLA EACH       ","         ","1/14OZ ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301490 ","2674 QUINOA BLE ND BEAN B.PEPP. E","2674 QUINOA BLEND BEAN B.PEPP. EAC","         ","1/6OZ  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301491 ","5073 GOYA YELLO W CORN MASAREPA  ","5073 GOYA YELLOW CORN MASAREPA    ","10/35Z   ","10/35Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301492 ","5074 GOYA WHITE  CORN MASAREPA   ","5074 GOYA WHITE CORN MASAREPA     ","10/35Z   ","10/35Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301493 ","2475 GOYA WHOLE  GREEN PEAS      ","2475 GOYA WHOLE GREEN PEAS        ","24/1LB   ","24/1LB ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301494 ","2851 JALAPENO P EPPERS WHOLE     ","2851 JALAPENO PEPPERS WHOLE       ","12/11Z   ","12/11Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301495 ","2852 JALAPENO P EPPERS           ","2852 JALAPENO PEPPERS             ","12/28Z   ","12/27Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301496 ","2866 PICKLED NA CHOS             ","2866 PICKLED NACHOS               ","12/11Z   ","12/11Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301497 ","2885 JALAPENO S AUCE             ","2885 JALAPENO SAUCE               ","12/10Z   ","12/8OZ ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301498 ","2888 HOT JALAPE NO SAUCE         ","2888 HOT JALAPENO SAUCE           ","12/10Z   ","12/8OZ ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301499 ","2889 MEDIUM GRE EN SAUCE         ","2889 MEDIUM GREEN SAUCE           ","12/17Z   ","12/17Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301500 ","2891 PICO DE GA LLO SAUCE        ","2891 PICO DE GALLO SAUCE          ","12/17Z   ","12/17Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309001 ","2764 ORANGE JUI CE               ","2764 ORANGE JUICE                 ","12/46Z   ","12/42Z ","  1","004133102747 ","041331027496","00041331027496","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309003 ","2782 PINEAPPLE JUICE             ","2782 PINEAPPLEJUICE               ","12/46Z   ","12/42Z ","  1","041331027820 ","041331027823","00041331027823","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309004 ","2785 COCONUT WA TER              ","2785 COCONUT WATER                ","24/12Z   ","24/12Z ","  1","041331027854 ","041331027854","00041331027854","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309005 ","2786 COCONUT WA TER NO SUGAR     ","2786 COCONUT WATER NO SUGAR       ","         ","24/12Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309009 ","2796 TROPICAL F RUIT PUNCH       ","2796 TROPICAL FRUIT PUNCH         ","12/46Z   ","12/42Z ","  1","041331027960 ","041331027960","00041331027960","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309012 ","3057 TROPICAL L EMON JUICE       ","3057 TROPICAL LEMON JUICE         ","12/32Z   ","12/32Z ","  1","041331030578 ","041331030571","00041331030571","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309013 ","3139 LEMON JUIC E                ","3139 LEMON JUICE                  ","24/8.5   ","24/8.5 ","  1","041331031391 ","041331031394","00041331031394","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309014 ","3069 TROPICAL L IME JUICE        ","3069 TROPICAL LIME JUICE          ","12/32Z   ","12/32Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309015 ","3182 TROPICAL L IME JUICE        ","3182 TROPICAL LIME JUICE          ","24/8Z    ","24/8Z  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309016 ","2787 COCONUT WA TER              ","2787 COCONUT WATER                ","24/17Z   ","24/17Z ","  1","041331027875 ","041331027878","00041331027878","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309024 ","1373 GOYA CAPOT ES CAPERS        ","1373 GOYA CAPOTES CAPERS          ","12/2OZ   ","12/2OZ ","  1","041331013734 ","041331013734","00041331013734","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309025 ","1419 GOYA PITTE D OLIVES         ","1419 GOYA PITTED OLIVES           ","12/9OZ   ","12/9OZ ","  1","041331014196 ","041331014199","00041331014199","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309026 ","1367 GOYA NONPA REILS CAPER RED  ","1367 GOYA NONPAREILS CAPER RED    ","12/2OZ   ","12/2OZ ","  1","041331013677 ","041331013673","00041331013673","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309027 ","1368 GOYA CAPOT ES CAPERS RED    ","1368 GOYA CAPOTES CAPERS RED      ","12/2OZ   ","12/2OZ ","  1","041331013684 ","041331013680","00041331013680","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309028 ","1460 GOYA SLICE D GREEN OLIVES   ","1460 GOYA SLICED GREEN OLIVES     ","24/5OZ   ","24/5OZ ","  1","041331014608 ","041331014601","00041331014601","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309029 ","1510 GOYA MANZA NILLA OLIVES 6 3/","1510 GOYA MANZANILLA OLIVES 6 3/4 ","24/6OZ   ","24/6OZ ","  1","041331015100 ","041331015103","00041331015103","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309030 ","1511 GOYA MANZA NILLA OLIVE STUFF","1511 GOYA MANZANILLA OLIVE STUFFED","24/6OZ   ","24/6OZ ","  1","041331015110 ","041331015110","00041331015110","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309031 ","1512 GOYA CAPER S PITTED OLIVES  ","1512 GOYA CAPERS PITTED OLIVES    ","24/7OZ   ","24/7OZ ","  1","041331015124 ","041331015127","00041331015127","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309032 ","1513 GOYA SALAD  OLIVES REDUCE   ","1513 GOYA SALAD OLIVES REDUCE     ","24/7OZ   ","24/7OZ ","  1","041331015134 ","041331015134","00041331015134","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309033 ","2474 GOYA BLACK EYE PEAS         ","2474 GOYA BLACKEYE PEAS           ","24/1LB   ","24/1LB ","  1","041331024747 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309034 ","2476 GOYA LENTI LS               ","2476 GOYA LENTILS                 ","24/1LB   ","24/1LB ","  1","004133102471 ","041331024761","00041331024761","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309035 ","3615 GOYA TINAP A SARDINES 5 1/2 ","3615 GOYA TINAPA SARDINES 5 1/2   ","         ","50/5OZ ","  1","041331036150 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309036 ","3617 GOYA TINAP A SARDINES HOT 5-","3617 GOYA TINAPA SARDINES HOT 5-1/","         ","50/5OZ ","  1","041331036174 ","041331036177","00041331036177","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309037 ","3621 GOYA JACK MACKEREL IN BASIL ","3621 GOYA JACKMACKEREL IN BASIL   ","24/15Z   ","24/15Z ","  1","041331036211 ","041331036214","00041331036214","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309038 ","3631 GOYA JACK MACKEREL IN TOMATO","3631 GOYA JACKMACKEREL IN TOMATO  ","         ","24/15Z ","  1","041331036313 ","041331036313","00041331036313","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309039 ","3802 GOYA COMPL ETE SEASONING W/P","3802 GOYA COMPLETE SEASONING W/PEP","12/11Z   ","12/11Z ","  1","041331038027 ","041331038027","00041331038027","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309040 ","3843 GOYA ADOBO  W/O PEPPER      ","3843 GOYA ADOBO W/O PEPPER        ","12/28Z   ","12/28Z ","  1","041331038430 ","041331038430","00041331038430","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309041 ","3938 GOYA WHITE  VINEGAR         ","3938 GOYA WHITE VINEGAR           ","4/1G     ","4/1G   ","  1","041331039387 ","041331039383","00041331039383","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309042 ","2471 GOYA RED K IDNEY BEANS      ","2471 GOYA RED KIDNEY BEANS        ","24/1LB   ","24/1LB ","  1","041331024716 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309043 ","2479 GOYA BLACK  BEANS           ","2479 GOYA BLACK BEANS             ","24/1LB   ","24/1LB ","  1","004133102471 ","041331024792","00041331024792","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309048 ","2779 COCONUT WA TER 100% NAT. 16.","2779 COCONUT WATER 100% NAT. 16.9O","24/16Z   ","24/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309049 ","2802 PRISMA NEC TAR PINEAPPLE 33.","2802 PRISMA NECTAR PINEAPPLE 33.8O","         ","12/33Z ","  1","041331028025 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309050 ","2804 PRISMA NEC TAR PASSION FRUIT","2804 PRISMA NECTAR PASSION FRUIT  ","         ","12/33Z ","  1","041331028049 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309051 ","2806 PRISMA NEC TAR PEAR 33.8OZ  ","2806 PRISMA NECTAR PEAR 33.8OZ    ","         ","12/33Z ","  1","041331028063 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309052 ","2807 PRISMA NEC TAR PEACH 33.8OZ ","2807 PRISMA NECTAR PEACH 33.8OZ   ","         ","12/33Z ","  1","041331028070 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309053 ","2808 PRISMA NEC TAR GUAVA 33.7OZ ","2808 PRISMA NECTAR GUAVA 33.7OZ   ","         ","12/33Z ","  1","041331028087 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309054 ","2809 PRISMA NEC TAR MANGO 33.8OZ ","2809 PRISMA NECTAR MANGO 33.8OZ   ","         ","12/33Z ","  1","041331028094 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309058 ","2720 DIET NECTA R TAMARIND 9.6OZ ","2720 DIET NECTAR TAMARIND 9.6OZ   ","         ","24/9OZ ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309059 ","2721 FRUIT NECT AR PEAR 9.6OZ    ","2721 FRUIT NECTAR PEAR 9.6OZ      ","         ","24/9OZ ","  1","041331127216 ","041331127219","00041331127219","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309060 ","2722 FRUIT NECT AR PEACH 9.6OZ   ","2722 FRUIT NECTAR PEACH 9.6OZ     ","         ","24/9OZ ","  1","041331127223 ","041331127226","00041331127226","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309065 ","2735 NECTAR PAS SION FRUIT 9.6OZ ","2735 NECTAR PASSION FRUIT 9.6OZ   ","         ","24/9OZ ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309066 ","2736 NECTAR PEA R/PASSION FRUIT 9","2736 NECTAR PEAR/PASSION FRUIT 9.6","         ","24/9OZ ","  1","004133112739 ","041331127363","00041331127363","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309070 ","2743 FRUIT NECT AR SOUR SOP 9.6OZ","2743 FRUIT NECTAR SOUR SOP 9.6OZ  ","         ","24/9OZ ","  1","041331127431 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309072 ","2745 FRUIT NECT AR GUAVA 9.6OZ   ","2745 FRUIT NECTAR GUAVA 9.6OZ     ","         ","24/9OZ ","  1","041331127455 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309073 ","2746 FRUIT NECT AR MANGO 9.6OZ   ","2746 FRUIT NECTAR MANGO 9.6OZ     ","         ","24/9OZ ","  1","041331127462 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309074 ","2749 FRUIT NECT AR GUAVA 42OZ    ","2749 FRUIT NECTAR GUAVA 42OZ      ","12/42Z   ","12/42Z ","  1","041331027496 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309080 ","2783 PINEAPPLE JUICE 9.6OZ       ","2783 PINEAPPLEJUICE 9.6OZ         ","         ","24/9OZ ","  1","004133112784 ","041331127837","00041331127837","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309081 ","2795 TROPICAL F RUIT PUNCH 9.6OZ ","2795 TROPICAL FRUIT PUNCH 9.6OZ   ","         ","24/9OZ ","  1","041331127957 ","041331127950","00041331127950","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309082 ","2800 NECTAR TAM ARIND 33.8OZ     ","2800 NECTAR TAMARIND 33.8OZ       ","         ","12/33Z ","  1","041331028001 ","041331028004","00041331028004","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309083 ","2785 COCONUT WA TER (EACH)       ","2785 COCONUT WATER (EACH)         ","         ","24/12Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309084 ","2778 COCONUT WA TER 100% NATURAL ","2778 COCONUT WATER 100% NATURAL   ","12/33Z   ","12/33Z ","  1","041331027783 ","041331027786","00041331027786","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309085 ","2788 COCONUT WA TER 100%         ","2788 COCONUT WATER 100%           ","24/11Z   ","24/11Z ","  1","041331027882 ","041331027885","00041331027885","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309086 ","EC RENDEZVOUS A PPLE             ","EC RENDEZVOUS APPLE               ","         ","12/750 "," 12","000000000000 ","000000000000","00000000000000","REV","RENDEZ-VOUS    ","REV","RENDEZ-VOUS   ","EC ","ECLOR S.A.      "
"309087 ","EC RENDEZVOUS W HITE GRAPE       ","EC RENDEZVOUS WHITE GRAPE         ","         ","12/750 "," 12","000000000000 ","000000000000","00000000000000","REV","RENDEZ-VOUS    ","REV","RENDEZ-VOUS   ","EC ","ECLOR S.A.      "
"309088 ","EC RENDEZVOUS C OCKTAIL BLUE (PEA","EC RENDEZVOUS COCKTAIL BLUE (PEACH","         ","12/750 "," 12","000000000000 ","272850044757","03272850044757","REV","RENDEZ-VOUS    ","REV","RENDEZ-VOUS   ","EC ","ECLOR S.A.      "
"309089 ","EC RENDEZVOUS C OCKTAIL PINK (STR","EC RENDEZVOUS COCKTAIL PINK (STRAW","         ","12/750 "," 12","000000000000 ","272850051243","03272850051243","REV","RENDEZ-VOUS    ","REV","RENDEZ-VOUS   ","EC ","ECLOR S.A.      "
"309090 ","EC BEL NORMANDE APPLE            ","EC BEL NORMANDEAPPLE              ","         ","12/750 "," 12","000000000000 ","104935391275","03104935391275","BEL","BEL NORMANDE   ","BEL","BEL NORMANDE  ","EC ","ECLOR S.A.      "
"309091 ","EC BEL NORMANDE WHITE GRAPE      ","EC BEL NORMANDEWHITE GRAPE        ","         ","12/750 "," 12","000000000000 ","104935391282","03104935391282","BEL","BEL NORMANDE   ","BEL","BEL NORMANDE  ","EC ","ECLOR S.A.      "
"309092 ","EC BEL NORMANDE GRAPE PEACH      ","EC BEL NORMANDEGRAPE PEACH        ","         ","12/750 "," 12","000000000000 ","104935391305","03104935391305","BEL","BEL NORMANDE   ","BEL","BEL NORMANDE  ","EC ","ECLOR S.A.      "
"309093 ","EC BELNORMANDE TWIN PACK (APPLE+R","EC BELNORMANDETWIN PACK (APPLE+RED","         ","6/1500 ","  6","000000000000 ","000000000000","00000000000000","BEL","BEL NORMANDE   ","BEL","BEL NORMANDE  ","EC ","ECLOR S.A.      "
"309094 ","2747 TAMARIND NECTAR             ","2747 TAMARINDNECTAR               ","         ","12/42Z ","  1","041331024478 ","041331027472","00041331027472","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"309095 ","2727 GOYA PINEA PPLE/GUAVA NECTAR","2727 GOYA PINEAPPLE/GUAVA NECTAR  ","         ","12/42Z ","  1","004133102723 ","041331027274","00041331027274","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
