"ITEM  ","DEL","DI","DUTY PD "," DUTY FR ","    COST ","  PR 01 ","  PR 02 ","  PR 03 ","  PR 04 ","  PR 05 ","  PR 06 "," BEEROH ","WINEOH ","UM","B6%","B9%","W6%","W9%","TX?","  PR 07 ","  PR 08 ","  PR 09 ","  PR 10 ","  PR 11 "," ST"
"210053","   ","D "," 141.260","         ","  141.260","  207.60","  207.60","  238.74","  228.36","  217.98","  207.60","        ","       ","WW","   ","   ","   ","  1","Y  ","  207.60","  207.60","  207.60","  223.23","  207.60"," D "
"210054","   ","X "," 136.080","         ","  136.080","  207.60","  207.60","  238.74","  228.36","  217.98","  207.60","        ","       ","WW","   ","   ","   ","  1","Y  ","  207.60","  207.60","  207.60","  207.60","  207.60"," X "
"210056","   ","X "," 117.175","         ","  117.175","  150.90","  150.90","  173.50","  165.96","  158.43","  150.90","        ","       ","WW","   ","   ","   ","  1","Y  ","  150.90","  150.90","  150.90","  150.90","  150.90"," X "
"210057","   ","D "," 141.260","         ","  141.260","  207.60","  207.60","  238.74","  228.36","  217.98","  207.60","        ","       ","WW","   ","   ","   ","  1","Y  ","  207.60","  207.60","  207.60","  223.23","  207.60"," D "
"210058","   ","D "," 141.260","         ","  141.260","  207.60","  207.60","  238.74","  228.36","  217.98","  207.60","        ","       ","WW","   ","   ","   ","  1","Y  ","  207.60","  207.60","  207.60","  223.23","  207.60"," D "
"210061","   ","D "," 127.660","         ","  127.660","  207.60","  207.60","  238.74","  228.36","  217.98","  207.60","        ","       ","WW","   ","   ","   ","  1","Y  ","  207.60","  207.60","  207.60","  207.60","  207.60"," D "
"210062","   ","  "," 313.640","         ","  313.640","  402.00","  402.00","  462.30","  442.20","  422.10","  402.00","        ","   28.0","WW","   ","   ","   ","  1","Y  ","  402.00","  402.00","  402.00","  402.00","  402.00"," A "
"210063","   ","  "," 400.800","         ","  400.800","  513.60","  513.60","  590.64","  564.96","  539.28","  513.60","        ","   24.0","WW","   ","   ","   ","  1","Y  ","  513.60","  513.60","  513.60","  513.60","  513.60"," A "
"210064","   ","D ","  14.730","         ","   14.730","   17.92","   17.92","   20.61","   19.71","   18.82","   17.92","        ","       ","WW","   ","   ","   ","  1","Y  ","   17.92","   17.92","   17.92","   17.92","   17.92"," D "
"210065","   ","  ","  24.060","         ","   24.060","   29.87","   29.87","   34.35","   32.86","   31.36","   29.87","        ","   50.0","WW","   ","   ","   ","  1","Y  ","   29.87","   29.87","   29.87","   29.87","   29.87"," A "
"210066","   ","  "," 369.500","         ","  369.500","  503.40","  503.40","  578.91","  553.74","  528.57","  503.40","        ","   13.0","WW","   ","   ","   ","  1","Y  ","  503.40","  503.40","  503.40","  503.40","  503.40"," A "
"210067","   ","  "," 877.700","  877.700","  877.700"," 1125.00"," 1125.00"," 1294.20"," 1238.40"," 1180.80"," 1125.00","        ","  116.0","WW","   ","   ","   ","  1","Y  "," 1125.00"," 1125.00"," 1125.00"," 1125.00"," 1125.00"," A "
"210068","   ","  "," 877.700","  877.700","  877.700"," 1125.00"," 1125.00"," 1294.20"," 1238.40"," 1180.80"," 1125.00","        ","  179.0","WW","   ","   ","   ","  1","Y  "," 1125.00"," 1125.00"," 1125.00"," 1125.00"," 1125.00"," A "
"210069","   ","  "," 877.700","  877.700","  877.700"," 1125.00"," 1125.00"," 1294.20"," 1238.20"," 1180.80"," 1125.00","        ","  247.0","WW","   ","   ","   ","  1","Y  "," 1125.00"," 1125.00"," 1125.00"," 1125.00"," 1125.00"," A "
"210070","   ","  "," 877.700","  877.700","  877.700"," 1125.00"," 1125.00"," 1294.20"," 1238.40"," 1180.80"," 1125.00","        ","   16.0","WW","   ","   ","   ","  1","Y  "," 1125.00"," 1125.00"," 1125.00"," 1125.00"," 1125.00"," A "
"210071","   ","  "," 877.700","  877.700","  877.700"," 1125.00"," 1125.00"," 1294.20"," 1238.40"," 1180.80"," 1125.00","        ","   49.0","WW","   ","   ","   ","  1","Y  "," 1125.00"," 1125.00"," 1125.00"," 1125.00"," 1125.00"," A "
"210072","   ","  "," 877.700","  877.700","  877.700"," 1125.00"," 1125.00"," 1294.20"," 1238.40"," 1180.80"," 1125.00","        ","   61.0","WW","   ","   ","   ","  1","Y  "," 1125.00"," 1125.00"," 1125.00"," 1125.00"," 1125.00"," A "
"210073","   ","  "," 877.700","  877.700","  877.700"," 1294.20"," 1294.20"," 1294.20"," 1238.40"," 1180.80"," 1125.00","        ","   44.0","WW","   ","   ","   ","  1","Y  "," 1125.00"," 1125.00"," 1125.00"," 1125.00"," 1125.00"," A "
"210074","   ","  ","1182.980"," 1182.980"," 1182.980"," 1512.00"," 1512.00"," 1738.80"," 1663.20"," 1587.60"," 1512.00","        ","   34.0","WW","   ","   ","   ","  1","Y  "," 1512.00"," 1512.00"," 1512.00"," 1512.00"," 1512.00"," A "
"210075","   ","  "," 878.400","         ","  878.400"," 1294.20"," 1294.20"," 1488.33"," 1423.62"," 1358.91"," 1294.20","        ","   16.0","WW","   ","   ","   ","  1","Y  "," 1294.20"," 1294.20"," 1294.20"," 1294.20"," 1294.20"," A "
"210076","   ","  ","  19.250","         ","   19.250","   24.50","   24.50","   28.18","   26.95","   25.73","   24.50","        ","   19.0","WW","   ","   ","   ","  1","Y  ","   24.50","   24.50","   24.50","   24.50","   24.50"," A "
"211002","   ","  "," 171.598","   66.543","  171.598","  262.93","  262.93","  302.37","  289.22","  276.07","  113.23","        ","    2.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  262.93","  113.23"," A "
"211003","   ","  "," 142.630","   63.620","  142.630","  204.00","  204.00","  234.60","  224.40","  214.20","  204.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  204.00","  204.00","  204.00","  204.00","  204.00"," M "
"211004","   ","X "," 128.760","   66.543","  128.760","  262.93","  262.93","  302.37","  289.22","  276.08","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  262.93","  113.23"," X "
"211005","   ","  "," 142.630","   63.620","  142.630","  204.00","  204.00","  234.60","  224.40","  214.20","  204.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  204.00","  204.00","  204.00","  204.00","  204.00"," M "
"211006","   ","  "," 119.280","   57.059","  119.280","  268.05","  268.05","  308.26","  294.86","  281.45","  113.23","        ","    2.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  268.05","  113.23"," A "
"211007","   ","  "," 142.630","   63.620","  142.630","  204.00","  204.00","  234.60","  224.40","  214.20","  204.00","        ","    4.0","WW","   ","   ","   ","  1","Y  ","  204.00","  204.00","  204.00","  204.00","  204.00"," A "
"211008","   ","D "," 168.308","   66.543","  168.308","  263.60","  263.60","  303.14","  289.96","  276.78","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.60","  113.23"," D "
"211009","   ","  "," 374.850","  218.240","  374.850","  643.50","  643.50","  739.20","  708.00","  675.60","  404.40","        ","       ","WW","   ","   ","   ","  1","Y  ","  304.80","  304.80","  404.40","  643.20","  404.40"," A "
"211010","   ","  "," 115.800","   62.522","  115.800","  267.74","  267.74","  307.90","  294.51","  281.12","  122.49","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  122.49","  267.74","  122.49"," M "
"211011","   ","  "," 368.134","  204.978","  368.134","  715.16","  715.16","  822.00","  787.20","  751.20","  555.60","        ","   18.0","WW","   ","   ","   ","  1","Y  ","  555.60","  555.60","  555.60","  715.20","  475.00"," A "
"211012","   ","  "," 170.865","   66.543","  170.865","  263.60","  263.60","  303.14","  289.96","  276.78","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.60","  113.23"," A "
"211013","   ","  "," 375.840","  263.520","  375.840","  680.54","  680.54","  783.36","  748.80","  715.68","  527.04","        ","       ","WW","   ","   ","   ","  1","Y  ","  527.04","  527.04","  527.04","  681.12","  527.04"," A "
"211015","   ","  "," 228.366","  115.280","  228.366","  435.00","  435.00","  500.25","  478.50","  456.75","  435.00","        ","    4.0","WW","   ","   ","   ","  1","Y  ","  435.00","  435.00","  435.00","  391.50","  435.00"," A "
"211016","   ","  "," 169.535","   56.973","  169.535","  263.62","  263.62","  303.16","  289.98","  276.80","  113.23","        ","    2.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.62","  113.23"," A "
"211017","   ","  "," 241.066","  126.876","  241.066","  435.00","  435.00","  500.25","  478.50","  456.75","  435.00","        ","    7.0","WW","   ","   ","   ","  1","Y  ","  435.00","  435.00","  435.00","  391.50","  435.00"," A "
"211018","   ","  "," 114.720","   55.440","  114.720","  270.21","  270.21","  310.74","  297.23","  283.72","  113.23","        ","    2.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  270.21","  113.23"," M "
"211019","   ","  "," 228.380","  115.280","  228.380","  435.00","  435.00","  500.25","  478.50","  456.75","  435.00","        ","    6.0","WW","   ","   ","   ","  1","Y  ","  435.00","  435.00","  435.00","  391.50","  435.00"," A "
"211020","   ","  "," 169.258","   56.973","  169.258","  262.75","  262.75","  302.17","  289.03","  275.89","  122.49","        ","    4.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  122.49","  262.75","  122.49"," A "
"211021","   ","  "," 239.658","  125.588","  239.658","  435.00","  435.00","  500.25","  478.50","  456.75","  435.00","        ","    7.0","WW","   ","   ","   ","  1","Y  ","  435.00","  435.00","  435.00","  391.50","  435.00"," A "
"211023","   ","D "," 249.286","   93.869","  249.286","  383.70","  383.70","  441.26","  422.07","  402.89","  156.60","        ","       ","WW","   ","   ","   ","  1","Y  ","  134.10","  383.70","  156.60","  383.70","  156.60"," D "
"211024","   ","D "," 129.243","   66.596","  129.243","  262.55","  262.55","  301.93","  288.81","  275.68","  122.49","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  122.49","  262.55","  122.49"," D "
"211025","   ","  "," 534.237","  301.077","  534.237","  774.00","  774.00","  890.10","  851.40","  812.70","  450.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  450.00","  450.00","  450.00","  696.60","  450.00"," A "
"211026","   ","D "," 169.763","   56.973","  169.763","  264.87","  264.87","  304.61","  291.36","  278.12","  122.49","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  122.49","  264.87","  122.49"," D "
"211028","   ","  "," 129.243","   66.596","  129.243","  262.54","  262.54","  301.92","  288.79","  275.67","  122.49","        ","    3.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  122.49","  262.54","  122.49"," M "
"211030","   ","D "," 109.320","   66.543","  109.320","  271.66","  271.66","  312.41","  298.83","  285.25","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  271.66","  113.23"," D "
"211032","   ","  "," 169.258","   56.973","  169.258","  262.75","  262.75","  302.17","  289.03","  275.89","  122.49","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  122.49","  262.75","  122.49"," A "
"211036","   ","  "," 127.020","   66.543","  127.020","  263.62","  263.62","  303.16","  289.98","  276.80","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.62","  113.23"," A "
"211038","   ","  "," 129.303","   66.236","  129.303","  262.20","  262.20","  301.53","  288.42","  275.31","  121.84","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  121.84","  262.20","  121.84"," A "
"211039","   ","  "," 169.258","   56.973","  169.258","  263.38","  263.38","  302.88","  289.71","  276.54","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.38","  113.23"," A "
"211045","   ","  "," 168.309","   66.544","  168.309","  263.61","  263.61","  303.15","  289.97","  276.79","  113.23","        ","    2.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.61","  113.23"," M "
"211047","   ","  "," 175.058","   56.973","  175.058","  263.38","  263.38","  302.88","  289.71","  276.54","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.38","  113.23"," A "
"211049","   ","  "," 127.020","   66.543","  127.020","  263.61","  263.61","  303.15","  289.97","  276.79","  113.23","        ","    5.0","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.61","  113.23"," A "
"211051","   ","  "," 127.020","   66.543","  127.020","  263.58","  263.58","  303.11","  289.93","  276.75","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.58","  113.23"," A "
"211053","   ","  "," 127.020","   66.543","  127.020","  263.62","  263.62","  303.16","  289.98","  276.80","  113.23","        ","       ","WW","   ","   ","   ","  1","Y  ","   97.90","   97.90","  113.23","  263.62","  113.23"," M "
"211055","   ","  "," 105.060","   43.682","  105.060","  240.12","  240.12","  276.14","  264.14","  252.13","   92.37","        ","       ","WW","   ","   ","   ","  1","Y  ","   73.80","   73.80","   92.37","  240.12","   92.37"," M "
"211057","   ","  "," 105.420","   45.242","  105.420","  239.94","  239.94","  275.93","  263.93","  251.93","   92.37","        ","       ","WW","   ","   ","   ","  1","Y  ","   73.80","   73.80","   92.37","  239.94","   92.37"," A "
"211061","   ","  "," 147.132","   39.859","  147.132","  240.09","  240.09","  276.11","  264.10","  252.10","   92.37","        ","       ","WW","   ","   ","   ","  1","Y  ","   73.80","   73.80","   92.37","  240.09","   92.37"," M "
"211063","   ","  "," 104.700","   40.492","  104.700","  240.31","  240.31","  276.36","  264.34","  252.33","   92.37","        ","       ","WW","   ","   ","   ","  1","Y  ","   73.80","   73.80","   92.37","  240.31","   92.37"," M "
"211065","   ","  "," 106.260","   42.362","  106.260","  239.51","  239.51","  275.43","  263.46","  251.48","   92.37","        ","    3.0","WW","   ","   ","   ","  1","Y  ","   73.80","   73.80","   92.37","  239.51","   92.37"," M "
"211067","   ","  "," 342.720","  205.617","  342.720","  678.00","  678.00","  779.69","  745.79","  711.90","  403.13","        ","       ","WW","   ","   ","   ","  1","Y  ","  403.13","  403.13","  403.13","  678.00","  403.13"," M "
"211068","   ","D "," 215.960","  148.860","  215.960","  348.14","  348.14","  400.36","  382.95","  365.54","  273.81","        ","       ","WW","   ","   ","   ","  1","Y  ","  273.81","  273.81","  273.81","  348.14","  273.81"," D "
"211069","   ","X "," 300.150","  202.237","  300.150","  503.83","  503.83","  579.40","  554.21","  529.02","  405.74","        ","       ","WW","   ","   ","   ","  1","Y  ","  323.30","  323.30","  405.74","  503.83","  405.74"," X "
"211070","   ","D "," 386.150","  254.140","  386.150","  685.99","  685.99","  788.89","  754.59","  720.29","  467.49","        ","       ","WW","   ","   ","   ","  1","Y  ","  467.49","  467.49","  467.49","  685.99","  467.49"," D "
"211071","   ","  "," 453.882","  214.446","  453.882","  834.00","  834.00","  959.10","  904.20","  875.70","  519.24","        ","   12.0","WW","   ","   ","   ","  1","Y  ","  384.06","  522.00","  522.00","  750.60","  450.00"," A "
"211072","   ","D "," 209.140","  142.360","  209.140","  338.36","  338.36","  389.12","  372.20","  355.28","  261.88","        ","       ","WW","   ","   ","   ","  1","Y  ","  261.88","  261.88","  261.88","  338.36","  261.88"," D "
"211073","   ","  "," 605.525","  285.934","  605.525"," 1098.00"," 1098.00"," 1262.70"," 1207.80"," 1152.90","  759.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  762.00","  762.00","  762.00","  988.20","  762.00"," A "
"211074","   ","  "," 288.316","  163.306","  288.316","  411.90","  411.90","  473.69","  411.90","  432.50","  272.40","        ","   10.0","WW","   ","   ","   ","  1","Y  ","  233.40","  233.40","  411.90","  411.90","  272.40"," A "
"211075","   ","X "," 157.270","  109.120","  157.270","  321.75","  321.75","  370.02","  353.93","  337.84","  201.96","        ","       ","WW","   ","   ","   ","  1","Y  ","  152.29","  152.29","  201.96","  321.75","  201.96"," X "
