"WHSE  ","ITEM   ","DESCRIPT                           ","U/C","   COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  ","   COST99 "
"11010 ","504022 ","ALC. GLACIAL 36/125 MOSQUITO REPEL "," 36","  182.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   182.870 ","   20.000 "
"11020 ","504022 ","ALC. GLACIAL 36/125 MOSQUITO REPEL "," 36","  182.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   182.870 ","   20.000 "
"11060 ","504022 ","ALC. GLACIAL 36/125 MOSQUITO REPEL "," 36","  182.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   182.870 ","   20.000 "
"11010 ","504023 ","ALC. GLACIAL 12/500 MOSQUITO REPEL "," 12","  159.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   159.450 ","   20.000 "
"11020 ","504023 ","ALC. GLACIAL 12/500 MOSQUITO REPEL "," 12","  159.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   159.450 ","   20.000 "
"11060 ","504023 ","ALC. GLACIAL 12/500 MOSQUITO REPEL "," 12","  159.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   159.450 ","   20.000 "
"11010 ","800011 ","DOMUS VENTURES        BASKET SIDE  ","  1","  300.090 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   300.090 ","          "
"11020 ","800011 ","DOMUS VENTURES        BASKET SIDE  ","  1","  300.090 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   300.090 ","          "
"11060 ","800011 ","DOMUS VENTURES        BASKET SIDE  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","800016 ","DOMUS VENTURES        DAWN BAR DIN ","  1","  421.330 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   421.330 ","          "
"11020 ","800016 ","DOMUS VENTURES        DAWN BAR DIN ","  1","  421.330 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   421.330 ","          "
"11060 ","800016 ","DOMUS VENTURES        DAWN BAR DIN ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","800017 ","DOMUS VENTURES        DAWN COFFEE  ","  1","  451.650 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   451.650 ","          "
"11020 ","800017 ","DOMUS VENTURES        DAWN COFFEE  ","  1","  451.650 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   451.650 ","          "
"11060 ","800017 ","DOMUS VENTURES        DAWN COFFEE  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","800318 ","ASHLEY FURNITU        MAYSVILLE SQ ","  1","  705.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   705.680 ","          "
"11020 ","800318 ","ASHLEY FURNITU        MAYSVILLE SQ ","  1","  705.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   705.680 ","          "
"11060 ","800318 ","ASHLEY FURNITU        MAYSVILLE SQ ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","800605 ","PRODYNE        SPREADER WOOD  HAND ","  1","   12.950 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.950 ","          "
"11020 ","800605 ","PRODYNE        SPREADER WOOD  HAND ","  1","   12.950 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.950 ","          "
"11060 ","800605 ","PRODYNE        SPREADER WOOD  HAND ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","800986 ","UMA HOME DÉCOR        84470 SEAGRA ","  1","   29.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    29.290 ","          "
"11020 ","800986 ","UMA HOME DÉCOR        84470 SEAGRA ","  1","    4.404 ","    1.270 ","    1.636 ","     .058 ","          ","     .768 ","     .329 ","     .050 ","          ","          ","     8.516 ","          "
"11060 ","800986 ","UMA HOME DÉCOR        84470 SEAGRA ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801170 ","BRASWELLS        CORN SALSA        ","  1","    5.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.290 ","          "
"11020 ","801170 ","BRASWELLS        CORN SALSA        ","  1","    5.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.290 ","          "
"11060 ","801170 ","BRASWELLS        CORN SALSA        ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801342 ","LIFETIME BRAND        MEL 31"" DARK ","  1","   50.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.820 ","          "
"11020 ","801342 ","LIFETIME BRAND        MEL 31"" DARK ","  1","   50.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.820 ","          "
"11060 ","801342 ","LIFETIME BRAND        MEL 31"" DARK ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801343 ","LIFETIME BRAND        MEL 24"" DARK ","  1","   50.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.820 ","          "
"11020 ","801343 ","LIFETIME BRAND        MEL 24"" DARK ","  1","   50.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.820 ","          "
"11060 ","801343 ","LIFETIME BRAND        MEL 24"" DARK ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801420 ","IMAX WORLDWIDE 23.7   ZEN INDOOR-O ","  1","  125.970 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   125.970 ","          "
"11020 ","801420 ","IMAX WORLDWIDE 23.7   ZEN INDOOR-O ","  1","  125.970 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   125.970 ","          "
"11060 ","801420 ","IMAX WORLDWIDE 23.7   ZEN INDOOR-O ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801421 ","IMAX WORLDWIDE 24.7   CKI LIANDROS ","  1","   91.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    91.500 ","          "
"11020 ","801421 ","IMAX WORLDWIDE 24.7   CKI LIANDROS ","  1","   91.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    91.500 ","          "
"11060 ","801421 ","IMAX WORLDWIDE 24.7   CKI LIANDROS ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801423 ","IMAX WORLDWIDE 28.7   CKI CYPRIAN  ","  1","  125.970 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   125.970 ","          "
"11020 ","801423 ","IMAX WORLDWIDE 28.7   CKI CYPRIAN  ","  1","  125.970 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   125.970 ","          "
"11060 ","801423 ","IMAX WORLDWIDE 28.7   CKI CYPRIAN  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801550 ","HARMAN INC        AMELIA LARGE J E ","  1","   16.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.490 ","          "
"11020 ","801550 ","HARMAN INC        AMELIA LARGE J E ","  1","   16.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.490 ","          "
"11060 ","801550 ","HARMAN INC        AMELIA LARGE J E ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801645 ","CUISINART CORP        GLASSWARE 4  ","  1","   39.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    39.500 ","          "
"11020 ","801645 ","CUISINART CORP        GLASSWARE 4  ","  1","   39.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    39.500 ","          "
"11060 ","801645 ","CUISINART CORP        GLASSWARE 4  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801661 ","CUISINART CORP        ELITE 20PC S ","  1","   77.550 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    77.550 ","          "
"11020 ","801661 ","CUISINART CORP        ELITE 20PC S ","  1","   77.550 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    77.550 ","          "
"11060 ","801661 ","CUISINART CORP        ELITE 20PC S ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801769 ","CUISINART CORP        UNIVERSAL LI ","  1","   18.720 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    18.720 ","          "
"11020 ","801769 ","CUISINART CORP        UNIVERSAL LI ","  1","   18.720 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    18.720 ","          "
"11060 ","801769 ","CUISINART CORP        UNIVERSAL LI ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801770 ","CUISINART CORP        CTG-00-SSAS  ","  1","   15.270 ","     .155 ","    1.584 ","     .403 ","          ","     .944 ","     .772 ","     .113 ","          ","          ","    19.240 ","          "
"11020 ","801770 ","CUISINART CORP        CTG-00-SSAS  ","  1","   15.270 ","     .155 ","    1.584 ","     .403 ","          ","     .944 ","     .772 ","     .113 ","          ","          ","    19.240 ","          "
"11060 ","801770 ","CUISINART CORP        CTG-00-SSAS  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","801805 ","CUISINART CORP        NYLON SKIMME ","  1","    5.240 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.240 ","          "
"11020 ","801805 ","CUISINART CORP        NYLON SKIMME ","  1","    5.240 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.240 ","          "
"11060 ","801805 ","CUISINART CORP        NYLON SKIMME ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
