"ITEM   ","DESCRIPT                           ","U/C","    COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  "
"101348 ","PARTAGER 6/1500 BG PARTAGER ROUGE  ","  6","    41.933 ","          ","   11.838 ","     .577 ","   36.000 ","    2.674 ","    2.406 ","     .513 ","     .147 ","     .079 ","    96.167 "
"101349 ","PARTAGER 6/1500 BG PARTAGER BLANC  ","  6","    45.318 ","    4.340 ","    6.209 ","    1.020 ","   36.000 ","    2.800 ","    2.520 ","     .578 ","     .278 ","     .157 ","    99.220 "
"101355 ","B&G RESERVE 12/750 BG CHARDONNAY R "," 12","    76.076 ","    7.286 ","   10.423 ","    1.712 ","   36.000 ","    4.690 ","    4.221 ","     .826 ","     .466 ","     .264 ","   141.965 "
"101356 ","ORIGINAL 6/750  BG ORIGINEL SAUVIG ","  6","    52.780 ","          ","    8.266 ","     .873 ","    6.750 ","    2.810 ","    1.246 ","     .593 ","     .080 ","     .043 ","    73.440 "
"101357 ","ORIGINAL 6/750  BG ORIGINEL MERLOT ","  6","    54.960 ","          ","    9.270 ","     .590 ","   18.000 ","    3.220 ","    3.220 ","     .380 ","     .170 ","     .090 ","    89.900 "
"101358 ","PARTAGER 12/750 BG PARTAGER ROUGE  "," 12","    45.318 ","    4.798 ","    6.011 ","     .661 ","   36.000 ","    2.820 ","    2.540 ","     .578 ","     .156 ","     .098 ","    98.981 "
"101359 ","PARTAGER 12/750 BG PARTAGER BLANC  "," 12","    45.318 ","    4.340 ","    6.209 ","    1.020 ","   36.000 ","    2.820 ","    2.530 ","     .578 ","     .278 ","     .157 ","    99.250 "
"101360 ","MOREAU 12/750 MF MOREAU BLANC      "," 12","    44.178 ","          ","    8.376 ","     .678 ","   36.000 ","    2.473 ","    2.226 ","     .553 ","     .189 ","     .101 ","    94.775 "
"101361 ","MOREAU 12/750 MF MOREAU SELECT BLA "," 12","    44.178 ","          ","    8.376 ","     .678 ","   36.000 ","    2.473 ","    2.226 ","     .553 ","     .189 ","     .101 ","    94.775 "
"101362 ","MOREAU 12/750 MF MOREAU ROUGE      "," 12","    44.178 ","          ","    8.376 ","     .678 ","   36.000 ","    2.473 ","    2.226 ","     .553 ","     .189 ","     .101 ","    94.775 "
"101363 ","MOREAU 12/750 MF MOREAU SELECT ROU "," 12","    44.178 ","          ","    8.376 ","     .678 ","   36.000 ","    2.473 ","    2.226 ","     .553 ","     .189 ","     .101 ","    94.775 "
"101364 ","MOREAU 12/750 MF MERLOT            "," 12","    53.014 ","          ","   10.051 ","     .813 ","   36.000 ","    2.968 ","    2.671 ","     .621 ","     .227 ","     .121 ","   106.487 "
"101365 ","MOREAU 12/750 MF CABERNET SAUVIGNO "," 12","    54.119 ","          ","   10.261 ","     .830 ","   36.000 ","    3.030 ","    2.727 ","     .629 ","     .232 ","     .124 ","   107.951 "
"101366 ","MOREAU 12/750 MF SAUVIGNON BLANC   "," 12","    54.119 ","          ","   10.261 ","     .830 ","   36.000 ","    3.030 ","    2.727 ","     .629 ","     .232 ","     .124 ","   107.951 "
"101367 ","MOREAU 12/750 MF SYRAH             "," 12","    50.363 ","          ","   14.044 ","    1.697 ","   13.500 ","    2.871 ","          ","     .485 ","          ","          ","    82.961 "
"101368 ","MOREAU 12/750 MF CHARDONNAY        "," 12","    54.119 ","          ","   10.261 ","     .830 ","   36.000 ","    3.030 ","    2.727 ","     .629 ","     .232 ","     .124 ","   107.951 "
"101369 ","GUNTRUM 12/750 GU RIESLING ROYAL B "," 12","    69.730 ","   13.810 ","   15.980 ","    3.150 ","   13.500 ","    4.030 ","          ","     .850 ","          ","          ","   121.050 "
"101373 ","BATASIOLO 12/750 BA MOSCATO D'ASTI "," 12","   138.848 ","          ","   10.555 ","     .063 ","   36.000 ","    7.816 ","    7.034 ","    1.179 ","     .253 ","     .135 ","   201.882 "
"101374 ","BATASIOLO 12/750 BA BAROLO DOCG    "," 12","   341.779 ","          ","   25.981 ","     .156 ","   36.000 ","   19.238 ","   17.315 ","    2.592 ","     .680 ","     .363 ","   444.104 "
"101375 ","LUIGI TACHINO 6/750  KW TACHINO BA ","  6","    77.914 ","          ","    5.300 ","          ","    6.750 ","    3.725 ","   37.470 ","     .715 ","          ","          ","   131.874 "
"101376 ","LUIGI TACHINO 6/750  KW TACHINO DO ","  6","    77.914 ","          ","    5.300 ","          ","    6.750 ","    3.725 ","   37.416 ","     .715 ","          ","          ","   131.820 "
"101377 ","RUFFINO 6/750  RUF ROSATELLO       ","  6","    47.070 ","     .220 ","    2.880 ","     .030 ","    6.750 ","    2.760 ","          ","     .420 ","     .090 ","     .050 ","    60.270 "
"101378 ","MARCHESE 6/750  AN MARCHESE CHIANT ","  6","   195.759 ","          ","   29.598 ","     .083 ","   18.009 ","   11.331 ","   10.198 ","    1.559 ","     .241 ","     .128 ","   266.907 "
"101379 ","TIGNANELLO 6/750  AN TIGNANELLO 20 ","  6","   622.440 ","          ","   16.046 ","    1.297 ","   18.000 ","   31.925 ","   28.733 ","    4.228 ","     .318 ","     .200 ","   723.185 "
"101380 ","TIGNANELLO 1/1500 AN TIGNANELLO MA ","  1","   194.860 ","          ","   29.462 ","     .082 ","    6.003 ","   11.279 ","   10.151 ","    1.482 ","     .239 ","     .128 ","   253.688 "
"101381 ","PIAN D. VIGNE 6/750  AN BRUNELLO P ","  6","   263.610 ","          ","   16.240 ","    1.100 ","    6.750 ","   13.273 ","          ","    2.403 ","     .180 ","     .100 ","   303.657 "
"101382 ","VILLA ANTINORI 6/750  AN VILLA ANT ","  6","    56.020 ","          ","    1.444 ","     .117 ","   18.044 ","    2.873 ","    2.587 ","     .477 ","     .029 ","     .018 ","    81.609 "
"101383 ","PEPPOLI 6/750  AN PEPPOLI CHIANTI  ","  6","    93.675 ","    5.475 ","    2.982 ","     .554 ","   18.000 ","    5.110 ","    4.600 ","     .767 ","     .145 ","     .082 ","   131.391 "
"101384 ","VILLA ANTINORI 12/750 AN VILLA ANT "," 12","   188.810 ","          ","   14.350 ","     .180 ","   36.000 ","   10.170 ","    9.150 ","    1.520 ","    1.320 ","     .700 ","   262.200 "
"101385 ","CERVARO D.SALA 6/750  AN CERVARO D ","  6","   338.520 ","    5.024 ","    1.748 ","     .325 ","   18.000 ","   17.283 ","   15.558 ","    2.333 ","     .085 ","     .048 ","   398.925 "
"101386 ","SANTA CRISTINA 6/750  AN SANTA CRI ","  6","    48.758 ","    1.051 ","     .861 ","     .088 ","   18.000 ","    2.537 ","    2.282 ","     .433 ","     .039 ","     .022 ","    74.070 "
"101387 ","SANTA CRISTINA 6/750  AN CIPRESSET ","  6","    54.360 ","          ","    8.219 ","     .023 ","   18.009 ","    3.147 ","    2.832 ","     .510 ","     .067 ","     .036 ","    87.201 "
"101388 ","SANTA CRISTINA 6/750  AN SANTA CRI ","  6","    58.094 ","    1.252 ","    1.026 ","     .105 ","   18.000 ","    3.030 ","    2.725 ","     .496 ","     .046 ","     .026 ","    84.801 "
"101389 ","GUADO AL TASSO 6/750  AN GUADO AL  ","  6","   653.562 ","   38.196 ","   20.805 ","    3.866 ","   18.000 ","   35.700 ","   32.125 ","    4.721 ","    1.014 ","     .574 ","   808.563 "
"101390 ","RUFFINO 12/750 RUFFINO CHIANTI CLA "," 12","    97.188 ","     .966 ","    7.647 ","     .618 ","   36.000 ","    5.295 ","    4.766 ","     .897 ","     .151 ","     .095 ","   153.624 "
"101391 ","RUFFINO 6/750  RUF BRUNELLO DIMONT ","  6","   299.390 ","    9.036 ","    5.532 ","     .742 ","    6.750 ","   17.030 ","          ","    2.360 ","     .580 ","     .310 ","   341.730 "
"101392 ","MIRABELLO 6/750  BO MIRABELLO PINO ","  6","    23.600 ","          ","    3.450 ","     .430 ","    6.750 ","    1.270 ","          ","     .250 ","     .270 ","     .140 ","    36.160 "
"101393 ","MIRABELLO 6/750  BO MIRABELLO PINO ","  6","    23.600 ","          ","    3.450 ","     .430 ","    6.750 ","    1.270 ","          ","     .250 ","     .270 ","     .140 ","    36.160 "
"101394 ","SOLAIA 6/750  AN SOLAIA            ","  6","  1232.104 ","          ","   75.910 ","    5.120 ","    6.750 ","   62.320 ","          ","   11.513 ","     .830 ","     .450 ","  1394.997 "
"101395 ","SANTA CRISTINA 6/750  AN SANTA CRI ","  6","    53.635 ","    1.156 ","     .947 ","     .097 ","   18.000 ","    2.788 ","    2.510 ","     .466 ","     .043 ","     .024 ","    79.666 "
"101396 ","SANTA CRISTINA 6/750  AN ORVIETO C ","  6","    42.533 ","     .917 ","     .751 ","     .077 ","   18.000 ","    2.220 ","    2.000 ","     .391 ","     .034 ","     .019 ","    66.942 "
"101398 ","MASI AGRICOLA 12/750 MA FRESCARIPA "," 12","    98.073 ","          ","   13.531 ","     .081 ","   36.000 ","    5.755 ","    5.179 ","     .933 ","     .253 ","     .135 ","   159.941 "
"101399 ","MASI AGRICOLA 6/750  MA COSTASERA  ","  6","   256.481 ","          ","   14.155 ","     .153 ","   18.000 ","   13.541 ","   12.187 ","    1.594 ","     .471 ","     .252 ","   316.833 "
"101400 ","MASI AGRICOLA 12/750 MA BONACOSTA  "," 12","   128.249 ","          ","   17.695 ","     .106 ","   36.000 ","    7.526 ","    6.773 ","    1.156 ","     .318 ","     .170 ","   197.991 "
"101401 ","MASI AGRICOLA 12/750 MA CAMPOFIORI "," 12","   154.114 ","          ","   21.263 ","     .128 ","   36.000 ","    9.043 ","    8.139 ","    1.346 ","     .382 ","     .204 ","   230.619 "
"101403 ","MASI AGRICOLA 12/750 MA SOAVE CLAS "," 12","    96.995 ","          ","   13.382 ","     .080 ","   36.000 ","    5.692 ","    5.122 ","     .926 ","     .242 ","     .129 ","   158.568 "
"101404 ","RUFFINO 12/750 RUF ORVIETO BIANCO  "," 12","    70.790 ","     .670 ","    4.940 ","     .120 ","   13.500 ","    4.000 ","          ","     .660 ","     .360 ","     .190 ","    95.230 "
"101406 ","VILLA MARIA 12/750 VME PRIV.BIN ME "," 12","   134.680 ","          ","   20.263 ","    1.599 ","   13.500 ","    7.419 ","    8.393 ","    1.105 ","          ","          ","   186.961 "
"101407 ","VILLA MARIA 12/750 VME PRIV.BIN CH "," 12","   163.800 ","    5.320 ","   13.480 ","    3.060 ","   13.500 ","    9.410 ","          ","    1.610 ","     .750 ","     .400 ","   211.330 "
"101408 ","VILLA MARIA 15/750 VME PRIV.BIN SA "," 15","   149.700 ","          ","   11.060 ","    2.170 ","   16.875 ","    7.721 ","          ","    1.393 ","     .230 ","     .120 ","   189.268 "
"101409 ","VILLA MARIA 12/750 VILLA MARIA PIN "," 12","   197.470 ","    5.580 ","   14.840 ","    1.160 ","   36.000 ","   10.900 ","    9.810 ","    1.290 ","     .330 ","     .180 ","   277.560 "
"101410 ","CLOUDY BAY 6/750  LVMH CLOUDY BAY  ","  6","   229.320 ","          ","          ","     .045 ","   18.000 ","   11.470 ","   10.325 ","          ","     .124 ","     .070 ","   269.354 "
"101411 ","CLOUDY BAY 6/750  LVMH CLOUDY BAY  ","  6","   359.814 ","          ","   19.863 ","    1.728 ","   18.400 ","   19.000 ","   17.100 ","    1.822 ","     .066 ","     .035 ","   437.828 "
"101414 ","MATEUS 24/375 SO MATEUS ROSE       "," 24","    49.322 ","     .472 ","    5.248 ","     .072 ","   13.500 ","    2.763 ","   16.006 ","     .542 ","     .397 ","     .214 ","    88.535 "
"101416 ","MATEUS 6/750  SO CALLABRIGA ALENTE ","  6","    80.080 ","     .742 ","   18.358 ","    1.620 ","    6.750 ","    4.620 ","     .072-","     .946 ","     .266 ","     .150 ","   113.460 "
"101417 ","MATEUS 6/750  SO CALLABRIGA DAO    ","  6","    80.080 ","     .767 ","    8.522 ","     .117 ","    6.750 ","    4.487 ","   14.527 ","     .880 ","     .645 ","     .347 ","   117.120 "
"101418 ","MATEUS 6/750  SO CALLABRIGA DOURO  ","  6","    80.080 ","     .766 ","    8.522 ","     .116 ","    6.750 ","    4.487 ","   10.447 ","     .880 ","     .644 ","     .348 ","   113.040 "
"101419 ","MATEUS 12/750 SO GAZELA VINHOVERDE "," 12","    49.430 ","     .190 ","    5.280 ","     .070 ","   13.500 ","    2.770 ","          ","     .500 ","     .239 ","     .128 ","    72.107 "
"101420 ","MATEUS 12/750 SO GAZELA ROSE       "," 12","    47.720 ","          ","   10.536 ","     .860 ","   13.500 ","    2.805 ","    5.524 ","     .522 ","     .240 ","     .128 ","    81.835 "
"101421 ","MATEUS 12/750 SO MATEUS WHITE      "," 12","    47.156 ","          ","    6.063 ","     .885 ","   13.500 ","    2.828 ","   11.809 ","     .557 ","     .549 ","     .293 ","    83.640 "
"101422 ","MATEUS 12/750 SO MATEUS ROSE       "," 12","    58.240 ","   10.784 ","    7.851 ","     .588 ","   36.000 ","    3.850 ","    3.330 ","     .692 ","     .186 ","     .105 ","   121.627 "
"101424 ","MATEUS 6/750  SO MATEUS MEDIUM SWE ","  6","    33.254 ","   13.364 ","    5.366 ","     .619 ","   18.000 ","    2.605 ","    2.345 ","     .445 ","     .152 ","     .095 ","    76.246 "
"101425 ","SIMONSIG 6/750  SM CHENIN BLANC    ","  6","    49.140 ","          ","    7.202 ","     .801 ","   18.000 ","    2.640 ","    2.537 ","     .459 ","          ","          ","    80.779 "
"101426 ","SIMONSIG 12/750 SM SAUVIGNON BLANC "," 12","   122.304 ","          ","   16.741 ","          ","   13.500 ","    6.222 ","          ","    1.300 ","          ","          ","   160.067 "
"101427 ","SIMONSIG 12/750 SM SAUVIGNON-SEMIL "," 12","    56.784 ","          ","    5.202 ","     .864 ","   13.500 ","    3.189 ","   15.852 ","     .580 ","     .275 ","     .103 ","    96.348 "
"101428 ","SIMONSIG 12/750 SM CABERNET SAUVIG "," 12","    91.730 ","          ","          ","   16.200 ","   13.560 ","    5.280 ","          ","    1.000 ","          ","          ","   127.770 "
"101429 ","SIMONSIG 6/750  SM CABERNET SAUVIG ","  6","    84.630 ","          ","   11.584 ","          ","    6.750 ","    4.305 ","    4.669-","     .900 ","          ","          ","   103.500 "
"101434 ","M. TORRES 12/750 MT SANGRE DE TORO "," 12","   112.780 ","    6.688 ","    8.231 ","    1.211 ","   36.000 ","    6.720 ","    6.050 ","    1.046 ","     .318 ","     .180 ","   179.223 "
"101436 ","M. TORRES 6/750  MT SANGRE DE TORO ","  6","    50.512 ","    3.809 ","    5.875 ","     .440 ","   18.000 ","    3.000 ","    2.500 ","     .451 ","     .132 ","     .074 ","    84.793 "
"101437 ","M. TORRES 6/750  MT TORRES NATUREO ","  6","    45.691 ","    2.217 ","    3.441 ","     .397 ","     .460 ","          ","    2.280 ","     .321 ","     .097 ","     .061 ","    54.965 "
"101438 ","M. TORRES 12/750 MT SANGRE DE TORO "," 12","    85.167 ","    6.422 ","    9.906 ","     .742 ","   36.000 ","    5.080 ","    4.220 ","     .794 ","     .222 ","     .126 ","   148.678 "
"101439 ","M. TORRES 12/750 MT CORONAS        "," 12","    88.191 ","    5.230 ","    6.436 ","     .947 ","   36.000 ","    5.260 ","    4.730 ","     .864 ","     .249 ","     .141 ","   148.047 "
"101440 ","M. TORRES 6/750  MT VINA ESMERALDA ","  6","    42.197 ","     .279 ","    9.580 ","     .810 ","   18.000 ","    2.624 ","    2.362 ","     .390 ","     .099 ","     .053 ","    76.395 "
"101441 ","M. DE CACERES 12/750 MC BLANCO     "," 12","    80.935 ","    4.602 ","    6.453 ","     .950 ","   36.000 ","    4.604 ","    4.143 ","     .810 ","     .249 ","     .141 ","   138.887 "
"101442 ","RENE BARBIER 12/750 RB MEDITERRANE "," 12","    36.400 ","          ","   15.581 ","     .018 ","   13.500 ","    1.820 ","     .092-","     .535 ","     .102 ","     .055 ","    67.920 "
"101447 ","FINCA ANTIGUA 6/375  FA MOSCATEL   ","  6","    68.215 ","          ","   12.795 ","     .565 ","    3.375 ","    3.874 ","   12.930 ","     .735 ","    1.940 ","    1.035 ","   105.464 "
"101449 ","M. TORRES 6/750  MT MAS LA PLANA20 ","  6","   325.960 ","    1.630 ","   36.090 ","     .310 ","    6.750 ","   18.540 ","          ","    2.750 ","     .940 ","     .500 ","   393.470 "
"101450 ","M. TORRES 6/750  MT MAS LA PLANA 1 ","  6","   401.577 ","    2.200 ","  166.670 ","   13.320 ","    6.750 ","   22.724 ","          ","    5.050 ","    2.290 ","    1.220 ","   621.800 "
"101451 ","M. TORRES 6/750  MT MAS LA PLANA 2 ","  6","   276.837 ","    1.943 ","   60.740 ","    5.277 ","    6.750 ","   16.581 ","   16.707 ","    3.050 ","    2.013 ","    1.077 ","   390.975 "
"101452 ","M. TORRES 12/750 MT GRAN CORONAS   "," 12","   130.513 ","    7.739 ","    9.525 ","    1.402 ","   36.000 ","    7.760 ","    6.990 ","    1.177 ","     .368 ","     .208 ","   201.681 "
"101453 ","M. TORRES 6/750  MT TORRES CELESTE ","  6","    39.485 ","    2.341 ","    2.882 ","     .424 ","   18.000 ","    2.346 ","    2.112 ","     .398 ","     .111 ","     .063 ","    68.162 "
"101454 ","M. TORRES 12/750 MT GRAN VINA SOL  "," 12","    86.402 ","     .474 ","   35.860 ","    2.866 ","   13.500 ","    4.889 ","   12.449 ","    1.086 ","     .492 ","     .262 ","   158.280 "
"101455 ","M. TORRES 12/750 MT SANGRE DE TORO "," 12","    62.040 ","     .370 ","   11.730 ","     .670 ","   36.000 ","    3.610 ","    3.250 ","     .690 ","     .160 ","     .100 ","   118.620 "
"101456 ","PAZO PONDAL 12/750 PP ALBARINO     "," 12","   182.497 ","          ","   18.507 ","     .819 ","   13.500 ","   10.405 ","   29.231 ","    1.732 ","    2.809 ","    1.500 ","   261.000 "
"101458 ","PROTOS 12/750 PT PROTOS CRIANZA    "," 12","   238.310 ","          ","   15.890 ","     .110 ","   13.500 ","   13.200 ","          ","    1.650 ","     .330 ","     .180 ","   283.170 "
"101459 ","PROTOS 6/750  PT PROTOS RESERVA    ","  6","   208.681 ","          ","   15.120 ","    1.610 ","    6.750 ","   12.515 ","   53.887 ","    1.903 ","    1.419 ","     .758 ","   302.643 "
"101460 ","PROTOS 6/750  PT PROTOS GRAN RESER ","  6","   317.330 ","          ","   21.150 ","     .140 ","    6.750 ","   17.570 ","          ","    2.140 ","     .440 ","     .230 ","   365.750 "
"101461 ","PROTOS 12/750 PT PROTOS ROBLE      "," 12","   143.267 ","          ","   23.000 ","     .190 ","   13.500 ","    7.657 ","     .048 ","    1.394 ","    1.056 ","     .568 ","   190.680 "
"101463 ","VEGA SICILIA 12/750 VS VALBUENA 5  "," 12","  1717.520 ","          ","   19.760 ","     .692 ","   13.500 ","   93.360 ","          ","   13.532 ","    5.360 ","    2.078 ","  1865.802 "
"101464 ","VEGA SICILIA 6/750  VS UNICO       ","  6","  2085.037 ","          ","   96.776 ","          ","   18.000 ","  112.652 ","  101.387 ","   12.800 ","     .370 ","     .200 ","  2427.222 "
"101465 ","VEGA SICILIA 3/750  VS UNICO RESER ","  3","   941.410 ","          ","    8.500 ","     .040 ","    3.600 ","   46.740 ","          ","   11.920 ","    4.470 ","    2.390 ","  1019.070 "
"101467 ","M. DE CACERES 12/750 MC GRAN RESER "," 12","   336.120 ","          ","   57.570 ","    3.290 ","   36.000 ","   19.700 ","   17.730 ","    2.770 ","     .810 ","     .510 ","   474.500 "
"101468 ","M. DE CACERES 12/750 MC RESERVA    "," 12","   246.360 ","          ","   42.200 ","    2.410 ","   36.000 ","   14.440 ","   12.990 ","    2.090 ","     .590 ","     .370 ","   357.450 "
"101469 ","M. DE CACERES 12/750 MC CRIANZA    "," 12","   133.442 ","    7.957 ","   13.524 ","    1.013 ","   36.000 ","    7.750 ","    5.800 ","    1.050 ","     .345 ","     .217 ","   207.099 "
"101470 ","M. DE CACERES 12/750 MC ROSADO     "," 12","    81.338 ","    4.625 ","    6.485 ","     .954 ","   36.000 ","    4.629 ","    4.164 ","     .813 ","     .250 ","     .142 ","   139.400 "
"101471 ","M. DE CACERES 12/750 MC SATINELA S "," 12","    80.371 ","          ","   15.272 ","    1.299 ","   13.500 ","    5.103 ","    1.986 ","     .863 ","     .421 ","     .225 ","   119.040 "
